PKOBP,20130102,37.35
KGHM,20130102,193.1
PGNIG,20130102,5.26
JSW,20130102,94.6
TPSA,20130102,12.16
PKOBP,20130103,37.35
KGHM,20130103,193.5
PGNIG,20130103,5.25
JSW,20130103,96.4
TPSA,20130103,12.13
